Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ámbito,Latitud,Longitud,Lat_Decimal,Lon_Decimal,Altitud,Cve_Carta,Pob_Total,Pob_Masculina,Pob_Femenina,Total De Viviendas Habitadas
"230010939","23","Quintana Roo","Q. Roo","001","Cozumel","0939","Las Uvas","R","20°26´50.922"N","086°59´25.524"W","20.44747800","-86.99042300","0000","F16D71","5","*","*","1"
"230010940","23","Quintana Roo","Q. Roo","001","Cozumel","0940","Las Ventanas","R","20°24´34.321"N","087°00´58.228"W","20.40953400","-87.01617400","0009","F16C79","4","*","*","1"
"230010941","23","Quintana Roo","Q. Roo","001","Cozumel","0941","Villa Dos","R","20°23´54.982"N","087°01´05.873"W","20.39860600","-87.01829800","0000","F16C79","13","5","8","4"
"230010942","23","Quintana Roo","Q. Roo","001","Cozumel","0942","Villa Tikal","R","20°24´55.054"N","087°00´48.756"W","20.41529300","-87.01354300","0004","F16C79","5","*","*","2"
"230010943","23","Quintana Roo","Q. Roo","001","Cozumel","0943","Los Abuelos","R","20°26´56.619"N","086°52´19.633"W","20.44906100","-86.87212000","0000","F16D71","0","0","0","0"
"230010944","23","Quintana Roo","Q. Roo","001","Cozumel","0944","Cozumeleño","R","20°27´17.565"N","086°52´54.552"W","20.45487900","-86.88182000","0009","F16D71","6","4","2","3"
"230010947","23","Quintana Roo","Q. Roo","001","Cozumel","0947","La Esperanza AC","R","20°26´29.672"N","086°51´54.659"W","20.44157600","-86.86518300","0000","F16D71","-","-","-","-"
"230010948","23","Quintana Roo","Q. Roo","001","Cozumel","0948","Guadalupe del Carmen","R","20°26´44.605"N","086°51´59.277"W","20.44572400","-86.86646600","0000","F16D71","0","0","0","0"
"230010949","23","Quintana Roo","Q. Roo","001","Cozumel","0949","La Huerta","R","20°28´13.084"N","086°54´00.004"W","20.47030100","-86.90000100","0000","F16D71","3","*","*","1"
"230010950","23","Quintana Roo","Q. Roo","001","Cozumel","0950","Kilómetro Ocho y Medio","R","20°26´52.149"N","086°59´25.280"W","20.44781900","-86.99035600","0000","F16D71","6","*","*","1"
"230010953","23","Quintana Roo","Q. Roo","001","Cozumel","0953","Katia Soto","R","20°30´33.282"N","086°53´02.488"W","20.50924500","-86.88402400","0001","F16D61","-","-","-","-"
"230010955","23","Quintana Roo","Q. Roo","001","Cozumel","0955","Rancho Enríquez","R","20°26´43.000"N","086°52´07.000"W","20.44527800","-86.86861100","0008","F16D71","6","*","*","1"
"230010956","23","Quintana Roo","Q. Roo","001","Cozumel","0956","Rancho Palomo","R","20°26´43.000"N","086°52´12.000"W","20.44527800","-86.8700","0008","F16D71","3","*","*","1"
"230010957","23","Quintana Roo","Q. Roo","001","Cozumel","0957","El Refugio","R","20°27´32.000"N","086°53´11.000"W","20.45888900","-86.88638900","0009","F16D71","1","*","*","1"
"230010958","23","Quintana Roo","Q. Roo","001","Cozumel","0958","San Nicolás","R","20°26´28.548"N","086°51´43.815"W","20.44126300","-86.86217100","0010","F16D71","0","0","0","0"
"230010960","23","Quintana Roo","Q. Roo","001","Cozumel","0960","Bodoquito","R","20°26´42.520"N","086°52´11.222"W","20.44514400","-86.86978400","0000","F16D71","0","0","0","0"
"230010961","23","Quintana Roo","Q. Roo","001","Cozumel","0961","Bosh Balam","R","20°28´52.986"N","086°54´48.246"W","20.48138500","-86.91340200","0000","F16D71","6","4","2","4"
"230010962","23","Quintana Roo","Q. Roo","001","Cozumel","0962","De los Santos","R","20°26´33.000"N","086°51´56.000"W","20.4425","-86.86555600","0010","F16D71","4","*","*","1"
"230010963","23","Quintana Roo","Q. Roo","001","Cozumel","0963","Discover México","R","20°28´04.000"N","086°58´29.000"W","20.46777800","-86.97472200","0007","F16D71","0","0","0","0"
"230010964","23","Quintana Roo","Q. Roo","001","Cozumel","0964","Don Miguel","R","20°27´28.271"N","086°53´08.661"W","20.45785300","-86.88573900","0000","F16D71","0","0","0","0"
"230010965","23","Quintana Roo","Q. Roo","001","Cozumel","0965","Eduardo Toledo Parra","R","20°25´27.602"N","086°59´46.672"W","20.42433400","-86.99629800","0009","F16D71","0","0","0","0"
"230010967","23","Quintana Roo","Q. Roo","001","Cozumel","0967","Tres Marías","R","20°29´47.113"N","086°54´09.585"W","20.49642000","-86.90266300","0000","F16D71","3","*","*","1"
"230010968","23","Quintana Roo","Q. Roo","001","Cozumel","0968","Gabriel y Gabriela","R","20°28´53.077"N","086°54´50.463"W","20.48141000","-86.91401800","0006","F16D71","3","*","*","1"
"230010969","23","Quintana Roo","Q. Roo","001","Cozumel","0969","Gastón Cantarell","R","20°25´48.480"N","086°52´49.412"W","20.43013300","-86.88039200","0000","F16D71","1","*","*","1"
"230010970","23","Quintana Roo","Q. Roo","001","Cozumel","0970","El Gato","R","20°26´32.000"N","086°51´54.537"W","20.44222200","-86.86514900","0000","F16D71","1","*","*","1"
"230010971","23","Quintana Roo","Q. Roo","001","Cozumel","0971","Isla de la Pasión","R","20°32´51.139"N","086°51´55.182"W","20.54753900","-86.86532800","0003","F16D61","13","*","*","1"
"230010972","23","Quintana Roo","Q. Roo","001","Cozumel","0972","Isla Maya","R","20°32´45.011"N","086°55´17.007"W","20.54583600","-86.92139100","0010","F16D61","0","0","0","0"
"230010973","23","Quintana Roo","Q. Roo","001","Cozumel","0973","Luis Alcérreca","R","20°32´22.888"N","086°56´03.297"W","20.53969100","-86.93424900","0007","F16D61","6","*","*","1"
"230010974","23","Quintana Roo","Q. Roo","001","Cozumel","0974","Peña Bohemia","R","20°26´43.928"N","086°52´09.894"W","20.44553600","-86.86941500","0000","F16D71","0","0","0","0"
"230010975","23","Quintana Roo","Q. Roo","001","Cozumel","0975","Las Perlitas","R","20°29´42.186"N","086°54´12.233"W","20.49505200","-86.90339800","0000","F16D71","3","*","*","2"
"230010976","23","Quintana Roo","Q. Roo","001","Cozumel","0976","San Carlos","R","20°27´35.521"N","086°53´16.338"W","20.45986700","-86.88787200","0000","F16D71","3","*","*","1"
"230010977","23","Quintana Roo","Q. Roo","001","Cozumel","0977","San Judas Tadeo","R","20°27´14.815"N","086°52´50.749"W","20.45411500","-86.88076400","0000","F16D71","0","0","0","0"
"230010978","23","Quintana Roo","Q. Roo","001","Cozumel","0978","Universo","R","20°26´36.013"N","086°51´57.739"W","20.44333700","-86.86603900","0000","F16D71","0","0","0","0"
"230010979","23","Quintana Roo","Q. Roo","001","Cozumel","0979","Costa Sur","R","20°24´07.920"N","087°00´58.497"W","20.4022","-87.01624900","0000","F16C79","-","-","-","-"
"230010981","23","Quintana Roo","Q. Roo","001","Cozumel","0981","Don Raúl","R","20°26´45.102"N","086°52´09.280"W","20.44586200","-86.86924400","0000","F16D71","-","-","-","-"
"230010982","23","Quintana Roo","Q. Roo","001","Cozumel","0982","El Capitán [Rancho]","R","20°27´32.591"N","086°53´10.304"W","20.45905300","-86.88619600","0000","F16D71","-","-","-","-"
"230010984","23","Quintana Roo","Q. Roo","001","Cozumel","0984","Ilusión","R","20°24´42.821"N","087°00´56.193"W","20.41189500","-87.01560900","0000","F16C79","-","-","-","-"
"230010985","23","Quintana Roo","Q. Roo","001","Cozumel","0985","La Princesa","R","20°27´14.800"N","086°52´48.900"W","20.45411100","-86.88025000","0008","F16D71","-","-","-","-"
"230010987","23","Quintana Roo","Q. Roo","001","Cozumel","0987","Mariposas","R","20°23´36.623"N","087°00´46.051"W","20.39350600","-87.01279200","0000","F16C79","-","-","-","-"
"230010988","23","Quintana Roo","Q. Roo","001","Cozumel","0988","Kilómetro Dieciocho Punto Veinticinco","R","20°21´48.300"N","087°01´26.850"W","20.36341700","-87.02412500","0000","F16C79","-","-","-","-"
"230010989","23","Quintana Roo","Q. Roo","001","Cozumel","0989","Ninguno","R","20°26´24.290"N","086°51´44.320"W","20.44008100","-86.86231100","0010","F16D71","-","-","-","-"
"230010991","23","Quintana Roo","Q. Roo","001","Cozumel","0991","Gavilanes","R","20°26´42.256"N","086°52´09.546"W","20.44507100","-86.86931800","0000","F16D71","-","-","-","-"
"230010992","23","Quintana Roo","Q. Roo","001","Cozumel","0992","Santa Zitta","R","20°26´37.595"N","086°51´59.950"W","20.44377600","-86.86665300","0000","F16D71","-","-","-","-"
"230010993","23","Quintana Roo","Q. Roo","001","Cozumel","0993","San Manuel","R","20°27´26.825"N","086°53´05.880"W","20.45745100","-86.88496700","0000","F16D71","-","-","-","-"
"230010994","23","Quintana Roo","Q. Roo","001","Cozumel","0994","Góngora [Palapas]","R","20°29´23.144"N","086°55´22.484"W","20.48976200","-86.92291200","0000","F16D71","-","-","-","-"
"230010999","23","Quintana Roo","Q. Roo","001","Cozumel","0999","La Esperanza","R","20°28´17.024"N","086°54´33.157"W","20.47139600","-86.90921000","0000","F16D71","-","-","-","-"
"230011000","23","Quintana Roo","Q. Roo","001","Cozumel","1000","Nazario Uc Ciau","R","20°26´40.084"N","086°52´08.106"W","20.44446800","-86.86891800","0000","F16D71","-","-","-","-"
"230011001","23","Quintana Roo","Q. Roo","001","Cozumel","1001","Daniel Gamboa","R","20°27´13.000"N","086°59´05.600"W","20.45361100","-86.98488900","0003","F16D71","-","-","-","-"
"230011002","23","Quintana Roo","Q. Roo","001","Cozumel","1002","Linda Vista","R","20°27´37.310"N","086°58´50.046"W","20.46036400","-86.98056800","0000","F16D71","-","-","-","-"
"230011004","23","Quintana Roo","Q. Roo","001","Cozumel","1004","Patricio (Kilómetro Siete)","R","20°27´28.323"N","086°58´58.915"W","20.45786800","-86.98303200","0000","F16D71","-","-","-","-"
"230011006","23","Quintana Roo","Q. Roo","001","Cozumel","1006","Nojoch Suku'un","R","20°26´34.918"N","086°59´31.750"W","20.44303300","-86.99215300","0007","F16D71","-","-","-","-"
"230011008","23","Quintana Roo","Q. Roo","001","Cozumel","1008","El Pastorcito","R","20°26´37.592"N","086°52´04.084"W","20.44377600","-86.86780100","0008","F16D71","-","-","-","-"
"230011009","23","Quintana Roo","Q. Roo","001","Cozumel","1009","San Anselmo","R","20°27´04.266"N","086°52´31.372"W","20.45118500","-86.87538100","0000","F16D71","-","-","-","-"
"230011010","23","Quintana Roo","Q. Roo","001","Cozumel","1010","San Gervasio","R","20°29´43.829"N","086°50´45.581"W","20.49550800","-86.84599500","0000","F16D71","-","-","-","-"
"230011011","23","Quintana Roo","Q. Roo","001","Cozumel","1011","San Lucas","R","20°27´01.204"N","086°52´38.295"W","20.45033400","-86.87730400","0000","F16D71","-","-","-","-"
"230011012","23","Quintana Roo","Q. Roo","001","Cozumel","1012","Sandoval","R","20°26´43.713"N","086°52´08.494"W","20.44547600","-86.86902600","0000","F16D71","-","-","-","-"
"230011014","23","Quintana Roo","Q. Roo","001","Cozumel","1014","Cozumel","R","20°27´12.200"N","086°59´04.100"W","20.45338900","-86.98447200","0004","F16D71","-","-","-","-"
"230011015","23","Quintana Roo","Q. Roo","001","Cozumel","1015","Villa Caracoles","R","20°24´38.167"N","087°00´58.314"W","20.41060200","-87.01619800","0000","F16C79","-","-","-","-"
"230011016","23","Quintana Roo","Q. Roo","001","Cozumel","1016","Villa Edén","R","20°24´41.948"N","087°00´59.685"W","20.41165200","-87.01657900","0007","F16C79","-","-","-","-"
"230011017","23","Quintana Roo","Q. Roo","001","Cozumel","1017","Villa el Edén","R","20°24´39.014"N","087°00´59.035"W","20.41083700","-87.01639900","0000","F16C79","-","-","-","-"
"230011018","23","Quintana Roo","Q. Roo","001","Cozumel","1018","Villa M II","R","20°24´59.216"N","087°00´45.421"W","20.41644900","-87.01261700","0005","F16C79","-","-","-","-"
"230011019","23","Quintana Roo","Q. Roo","001","Cozumel","1019","Villa Yak'alil [Kilómetro Doce Punto Cinco]","R","20°24´59.193"N","087°00´48.724"W","20.41644300","-87.01353400","0003","F16C79","-","-","-","-"
"230011020","23","Quintana Roo","Q. Roo","001","Cozumel","1020","Las Uvas","R","20°26´57.500"N","086°59´23.700"W","20.44930600","-86.98991700","0003","F16D71","-","-","-","-"
"230011029","23","Quintana Roo","Q. Roo","001","Cozumel","1029","Campeche","R","20°28´14.992"N","086°58´13.349"W","20.47083100","-86.97037500","0004","F16D71","-","-","-","-"
"230011030","23","Quintana Roo","Q. Roo","001","Cozumel","1030","Arturo Pavía","R","20°27´45.340"N","086°58´19.866"W","20.46259400","-86.97218500","0007","F16D71","-","-","-","-"
"230011031","23","Quintana Roo","Q. Roo","001","Cozumel","1031","Rincón de Cervantes","R","20°29´35.855"N","086°54´02.501"W","20.49329300","-86.90069500","0008","F16D71","-","-","-","-"
"230011032","23","Quintana Roo","Q. Roo","001","Cozumel","1032","San Isidro","R","20°29´37.044"N","086°54´04.039"W","20.49362300","-86.90112200","0009","F16D71","-","-","-","-"
"230011033","23","Quintana Roo","Q. Roo","001","Cozumel","1033","San Miguel","R","20°29´32.515"N","086°54´25.066"W","20.49236500","-86.90696300","0008","F16D71","-","-","-","-"
"230011034","23","Quintana Roo","Q. Roo","001","Cozumel","1034","Los Potros","R","20°29´31.516"N","086°54´10.483"W","20.49208800","-86.90291200","0007","F16D71","-","-","-","-"
"230011035","23","Quintana Roo","Q. Roo","001","Cozumel","1035","Campestre","R","20°23´28.420"N","087°00´39.260"W","20.39122800","-87.01090600","0000","F16C79","-","-","-","-"
"230011036","23","Quintana Roo","Q. Roo","001","Cozumel","1036","Las Brisas","R","20°24´45.990"N","087°00´57.720"W","20.41277500","-87.01603300","0000","F16C79","-","-","-","-"
"230011037","23","Quintana Roo","Q. Roo","001","Cozumel","1037","Las Glorias","R","20°24´10.420"N","087°00´57.420"W","20.40289400","-87.01595000","0000","F16C79","-","-","-","-"
"230011038","23","Quintana Roo","Q. Roo","001","Cozumel","1038","Lirios","R","20°26´02.320"N","086°50´04.600"W","20.43397800","-86.83461100","0004","F16D71","-","-","-","-"
"230011039","23","Quintana Roo","Q. Roo","001","Cozumel","1039","Palmar","R","20°27´26.083"N","086°59´01.240"W","20.45724500","-86.98367800","0007","F16D71","-","-","-","-"
"230011040","23","Quintana Roo","Q. Roo","001","Cozumel","1040","Residencial","R","20°27´25.022"N","086°58´54.323"W","20.45695100","-86.98175600","0006","F16D71","-","-","-","-"
"230011041","23","Quintana Roo","Q. Roo","001","Cozumel","1041","Salgado","R","20°24´44.590"N","087°00´58.300"W","20.41238600","-87.01619400","0008","F16C79","-","-","-","-"
"230011042","23","Quintana Roo","Q. Roo","001","Cozumel","1042","X-Kanha","R","20°27´56.536"N","086°57´17.147"W","20.46570400","-86.95476300","0008","F16D71","-","-","-","-"
"230011043","23","Quintana Roo","Q. Roo","001","Cozumel","1043","Kilómetro 3.5","R","20°29´16.832"N","086°55´15.006"W","20.48800900","-86.92083500","0000","F16D71","-","-","-","-"
"230011044","23","Quintana Roo","Q. Roo","001","Cozumel","1044","El Porvenir [Rancho]","R","20°29´12.064"N","086°54´32.256"W","20.48668400","-86.90896000","0000","F16D71","-","-","-","-"
"230011045","23","Quintana Roo","Q. Roo","001","Cozumel","1045","Villas Cozumel","R","20°29´23.476"N","086°54´26.922"W","20.48985400","-86.90747800","0000","F16D71","-","-","-","-"
"230011046","23","Quintana Roo","Q. Roo","001","Cozumel","1046","Santa Rita","R","20°29´34.739"N","086°54´23.224"W","20.49298300","-86.90645100","0000","F16D71","-","-","-","-"
"230011047","23","Quintana Roo","Q. Roo","001","Cozumel","1047","Santa Teresa","R","20°29´47.513"N","086°54´14.156"W","20.49653100","-86.90393200","0000","F16D71","-","-","-","-"
"230011048","23","Quintana Roo","Q. Roo","001","Cozumel","1048","Cuatro Amores [Rancho]","R","20°29´40.018"N","086°54´11.909"W","20.49444900","-86.90330800","0000","F16D71","-","-","-","-"
"230011049","23","Quintana Roo","Q. Roo","001","Cozumel","1049","Carlos Eduardo Gómez","R","20°29´39.716"N","086°54´08.600"W","20.49436600","-86.90238900","0000","F16D71","-","-","-","-"
"230011050","23","Quintana Roo","Q. Roo","001","Cozumel","1050","Tres Potros [Rancho]","R","20°29´39.216"N","086°54´11.519"W","20.49422700","-86.9032","0000","F16D71","-","-","-","-"
"230011051","23","Quintana Roo","Q. Roo","001","Cozumel","1051","César","R","20°29´36.326"N","086°54´03.414"W","20.49342400","-86.90094800","0000","F16D71","-","-","-","-"
"230011052","23","Quintana Roo","Q. Roo","001","Cozumel","1052","Miguel Isidro [Rancho]","R","20°29´31.481"N","086°54´01.381"W","20.49207800","-86.90038400","0000","F16D71","-","-","-","-"
"230011053","23","Quintana Roo","Q. Roo","001","Cozumel","1053","Almaluja","R","20°27´23.282"N","086°53´01.827"W","20.45646700","-86.88384100","0000","F16D71","-","-","-","-"
"230011054","23","Quintana Roo","Q. Roo","001","Cozumel","1054","Mini Súper Dael","R","20°27´22.057"N","086°52´58.313"W","20.45612700","-86.88286500","0000","F16D71","-","-","-","-"
"230011055","23","Quintana Roo","Q. Roo","001","Cozumel","1055","Magdaleno Avilés","R","20°29´19.702"N","086°55´14.997"W","20.48880600","-86.92083300","0000","F16D71","-","-","-","-"
"230011056","23","Quintana Roo","Q. Roo","001","Cozumel","1056","San Benito","R","20°26´17.812"N","086°51´35.726"W","20.43828100","-86.85992400","0001","F16D71","-","-","-","-"
"230011057","23","Quintana Roo","Q. Roo","001","Cozumel","1057","Palmar Beach Club","R","20°27´27.662"N","086°59´08.335"W","20.45768400","-86.98564900","0000","F16D71","-","-","-","-"
"230011058","23","Quintana Roo","Q. Roo","001","Cozumel","1058","La Terquedad","R","20°27´28.907"N","086°52´37.799"W","20.45803000","-86.87716600","0000","F16D71","-","-","-","-"
"230011059","23","Quintana Roo","Q. Roo","001","Cozumel","1059","Ek Nah","R","20°27´18.306"N","086°52´24.381"W","20.45508500","-86.87343900","0000","F16D71","-","-","-","-"
"230011060","23","Quintana Roo","Q. Roo","001","Cozumel","1060","Ejido Cozumel","R","20°27´19.758"N","086°52´18.482"W","20.45548800","-86.87180100","0000","F16D71","-","-","-","-"
"230011061","23","Quintana Roo","Q. Roo","001","Cozumel","1061","Antonio Novelo","R","20°27´33.782"N","086°52´02.763"W","20.45938400","-86.86743400","0000","F16D71","-","-","-","-"
